adj_noun_phrase,sentence,source
3rd floor,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
an Italian restaurant,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Italian restaurant,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Italian restaurant,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
an amazing view,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
amazing view,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
amazing view,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
some Italian dishes,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Italian dishes,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Italian dishes,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
a Pakistani twist,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Pakistani twist,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Pakistani twist,"We enjoyed eating in La Terrazza (on the 3rd floor), an Italian restaurant, where we had an amazing view of Islamabad and tried some Italian dishes with a Pakistani twist.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
various walking,There are various walking and hiking trails you can take.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
various walking,There are various walking and hiking trails you can take.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
wild boars,"You might see some wildlife such as wild boars, Asian paradise flycatchers and monkeys.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
wild boars,"You might see some wildlife such as wild boars, Asian paradise flycatchers and monkeys.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Asian paradise,"You might see some wildlife such as wild boars, Asian paradise flycatchers and monkeys.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Asian paradise,"You might see some wildlife such as wild boars, Asian paradise flycatchers and monkeys.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Asian paradise flycatchers,"You might see some wildlife such as wild boars, Asian paradise flycatchers and monkeys.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Asian paradise flycatchers,"You might see some wildlife such as wild boars, Asian paradise flycatchers and monkeys.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
major bookstores,You can find the trails map in major bookstores in Islamabad.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
major bookstores,You can find the trails map in major bookstores in Islamabad.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
a short walk,"Some of the trails are good for a short walk, but some of them can take up to three days.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
short walk,"Some of the trails are good for a short walk, but some of them can take up to three days.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
short walk,"Some of the trails are good for a short walk, but some of them can take up to three days.",https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Persian words,Daman-E-Koh Viewpoint Daman-E-Koh is a combination of two Persian words and means foothill.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
Persian words,Daman-E-Koh Viewpoint Daman-E-Koh is a combination of two Persian words and means foothill.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
a great view,Here you can have a great view overlooking the whole city of Islamabad.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
great view,Here you can have a great view overlooking the whole city of Islamabad.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
great view,Here you can have a great view overlooking the whole city of Islamabad.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
the whole city,Here you can have a great view overlooking the whole city of Islamabad.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
whole city,Here you can have a great view overlooking the whole city of Islamabad.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
whole city,Here you can have a great view overlooking the whole city of Islamabad.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
a better look,Daman-E-Koh Viewpoint is where you can have a better look at how green and beautiful Islamabad is.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
better look,Daman-E-Koh Viewpoint is where you can have a better look at how green and beautiful Islamabad is.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
better look,Daman-E-Koh Viewpoint is where you can have a better look at how green and beautiful Islamabad is.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
local families,This place is popular amongst local families and it can get busy in the evening.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
local families,This place is popular amongst local families and it can get busy in the evening.,https://travelwithmansoureh.com/blog/travel-guide-places-to-visit-in-islamabad-and-things-to-do
